date,home_team,away_team,team,scorer,minute,own_goal,penalty
1999-06-24,Germany,Mexico,Germany,Renate Lingor,89,FALSE,FALSE
1999-06-24,Germany,Mexico,Germany,Inka Grings,90,FALSE,FALSE
1999-06-24,North Korea,Denmark,North Korea,Jin Pyol-hui,15,FALSE,FALSE
1999-06-24,North Korea,Denmark,North Korea,Jo Song-ok,39,FALSE,FALSE
1999-06-24,North Korea,Denmark,North Korea,Kim Kum-sil,73,FALSE,FALSE
1999-06-24,North Korea,Denmark,Denmark,Janni Johansen,74,FALSE,FALSE
1999-06-24,United States,Nigeria,Nigeria,Nkiru Okosieme,2,FALSE,FALSE
1999-06-24,United States,Nigeria,United States,Ifeanyi Chiejine,19,TRUE,FALSE
1999-06-24,United States,Nigeria,United States,Mia Hamm,20,FALSE,FALSE
1999-06-24,United States,Nigeria,United States,Tiffeny Milbrett,23,FALSE,FALSE
1999-06-24,United States,Nigeria,United States,Kristine Lilly,32,FALSE,FALSE
1999-06-24,United States,Nigeria,United States,Michelle Akers,39,FALSE,FALSE
1999-06-24,United States,Nigeria,United States,Cindy Parlow Cone,42,FALSE,FALSE
1999-06-24,United States,Nigeria,United States,Tiffeny Milbrett,83,FALSE,FALSE
1999-06-26,Canada,Russia,Russia,Irina Grigorieva,54,FALSE,FALSE
1999-06-26,Canada,Russia,Russia,Elena Fomina,66,FALSE,FALSE
1999-06-26,Canada,Russia,Canada,Charmaine Hooper,76,FALSE,FALSE
1999-06-26,Canada,Russia,Russia,Elena Fomina,86,FALSE,FALSE
1999-06-26,Canada,Russia,Russia,Olga Karasseva,90,FALSE,FALSE
1999-06-26,China PR,Australia,China PR,Sun Wen,39,FALSE,FALSE
1999-06-26,China PR,Australia,China PR,Sun Wen,51,FALSE,FALSE
1999-06-26,China PR,Australia,Australia,Cheryl Salisbury,66,FALSE,FALSE
1999-06-26,China PR,Australia,China PR,Liu Ying,73,FALSE,FALSE
1999-06-26,Ghana,Sweden,Sweden,Victoria Sandell Svensson,58,FALSE,FALSE
1999-06-26,Ghana,Sweden,Sweden,Victoria Sandell Svensson,86,FALSE,FALSE
1999-06-26,Norway,Japan,Norway,Hege Riise,8,FALSE,TRUE
1999-06-26,Norway,Japan,Norway,Hiromi Ikeda,26,TRUE,FALSE
1999-06-26,Norway,Japan,Norway,Ann Kristin Aarønes,36,FALSE,FALSE
1999-06-26,Norway,Japan,Norway,Dagny Mellgren,61,FALSE,FALSE
1999-06-27,Germany,Brazil,Germany,Birgit Prinz,8,FALSE,FALSE
1999-06-27,Germany,Brazil,Brazil,Kátia Cilene Teixeira,15,FALSE,FALSE
1999-06-27,Germany,Brazil,Brazil,Sissi,20,FALSE,FALSE
1999-06-27,Germany,Brazil,Germany,Bettina Wiegmann,46,FALSE,TRUE
1999-06-27,Germany,Brazil,Germany,Steffi Jones,58,FALSE,FALSE
1999-06-27,Germany,Brazil,Brazil,Maycon,90,FALSE,FALSE
1999-06-27,Mexico,Italy,Italy,Patrizia Panico,37,FALSE,FALSE
1999-06-27,Mexico,Italy,Italy,Paola Zanni,51,FALSE,FALSE
1999-06-27,Nigeria,Denmark,Nigeria,Mercy Akide,25,FALSE,FALSE
1999-06-27,Nigeria,Denmark,Nigeria,Nkiru Okosieme,81,FALSE,FALSE
1999-06-27,United States,North Korea,United States,Shannon MacMillan,56,FALSE,FALSE
1999-06-27,United States,North Korea,United States,Tisha Venturini,68,FALSE,FALSE
1999-06-27,United States,North Korea,United States,Tisha Venturini,76,FALSE,FALSE
1999-06-30,China PR,Russia,China PR,Pu Wei,37,FALSE,FALSE
1999-06-30,China PR,Russia,China PR,Jin Yan,56,FALSE,FALSE
1999-06-30,Norway,Sweden,Norway,Ann Kristin Aarønes,51,FALSE,FALSE
1999-06-30,Norway,Sweden,Norway,Marianne Pettersen,58,FALSE,FALSE
1999-06-30,Norway,Sweden,Norway,Hege Riise,72,FALSE,TRUE
1999-06-30,Norway,Sweden,Sweden,Malin Moström,90,FALSE,FALSE
1999-07-01,Brazil,Nigeria,Brazil,Cidinha,4,FALSE,FALSE
1999-07-01,Brazil,Nigeria,Brazil,Cidinha,22,FALSE,FALSE
1999-07-01,Brazil,Nigeria,Brazil,Elissandra Regina Cavalcanti,35,FALSE,FALSE
1999-07-01,Brazil,Nigeria,Nigeria,Prisca Emeafu,63,FALSE,FALSE
1999-07-01,Brazil,Nigeria,Nigeria,Nkiru Okosieme,72,FALSE,FALSE
1999-07-01,Brazil,Nigeria,Nigeria,Nkechi Egbe,85,FALSE,FALSE
1999-07-01,Brazil,Nigeria,Brazil,Sissi,104,FALSE,FALSE
1999-07-01,United States,Germany,Germany,Brandi Chastain,5,TRUE,FALSE
1999-07-01,United States,Germany,United States,Tiffeny Milbrett,16,FALSE,FALSE
1999-07-01,United States,Germany,Germany,Bettina Wiegmann,45,FALSE,FALSE
1999-07-01,United States,Germany,United States,Brandi Chastain,49,FALSE,FALSE
1999-07-01,United States,Germany,United States,Joy Fawcett,66,FALSE,FALSE
1999-07-04,Norway,China PR,China PR,Sun Wen,3,FALSE,FALSE
1999-07-04,Norway,China PR,China PR,Liu Ailing,14,FALSE,FALSE
1999-07-04,Norway,China PR,China PR,Liu Ailing,51,FALSE,FALSE
1999-07-04,Norway,China PR,China PR,Fan Yunjie,65,FALSE,FALSE
1999-07-04,Norway,China PR,China PR,Sun Wen,72,FALSE,TRUE
1999-07-04,United States,Brazil,United States,Cindy Parlow Cone,5,FALSE,FALSE
1999-07-04,United States,Brazil,United States,Michelle Akers,80,FALSE,TRUE
2000-09-13,Australia,Germany,Germany,Inka Grings,39,FALSE,FALSE
2000-09-13,Australia,Germany,Germany,Bettina Wiegmann,70,FALSE,FALSE
2000-09-13,Australia,Germany,Germany,Renate Lingor,90,FALSE,FALSE
2000-09-13,Sweden,Brazil,Brazil,Delma Gonçalves,21,FALSE,FALSE
2000-09-13,Sweden,Brazil,Brazil,Kátia Cilene Teixeira da Silva,70,FALSE,FALSE
2000-09-14,China PR,Nigeria,China PR,Zhao Lihong,12,FALSE,FALSE
2000-09-14,China PR,Nigeria,China PR,Sun Wen,57,FALSE,FALSE
2000-09-14,China PR,Nigeria,China PR,Sun Wen,83,FALSE,FALSE
2000-09-14,China PR,Nigeria,Nigeria,Perpetua Nkwocha,85,FALSE,FALSE
2000-09-14,United States,Norway,United States,Tiffeny Milbrett,18,FALSE,FALSE
2000-09-14,United States,Norway,United States,Mia Hamm,24,FALSE,FALSE
2000-09-16,Australia,Sweden,Australia,Cheryl Salisbury,57,FALSE,FALSE
2000-09-16,Australia,Sweden,Sweden,Malin Andersson,66,FALSE,TRUE
2000-09-16,Germany,Brazil,Germany,Birgit Prinz,33,FALSE,FALSE
2000-09-16,Germany,Brazil,Germany,Birgit Prinz,41,FALSE,FALSE
2000-09-16,Germany,Brazil,Brazil,Raquel,72,FALSE,FALSE
2000-09-17,Norway,Nigeria,Norway,Dagny Mellgren,22,FALSE,FALSE
2000-09-17,Norway,Nigeria,Norway,Hege Riise,62,FALSE,TRUE
2000-09-17,Norway,Nigeria,Nigeria,Mercy Akide,78,FALSE,FALSE
2000-09-17,Norway,Nigeria,Norway,Marianne Pettersen,90,FALSE,FALSE
2000-09-17,United States,China PR,United States,Julie Foudy,38,FALSE,FALSE
2000-09-17,United States,China PR,China PR,Sun Wen,67,FALSE,FALSE
2000-09-19,Australia,Brazil,Australia,Sunni Hughes,33,FALSE,FALSE
2000-09-19,Australia,Brazil,Brazil,Raquel,56,FALSE,FALSE
2000-09-19,Australia,Brazil,Brazil,Kátia Cilene Teixeira da Silva,64,FALSE,FALSE
2000-09-19,Germany,Sweden,Germany,Ariane Hingst,88,FALSE,FALSE
2000-09-20,Norway,China PR,Norway,Marianne Pettersen,55,FALSE,FALSE
2000-09-20,Norway,China PR,China PR,Sun Wen,75,FALSE,TRUE
2000-09-20,Norway,China PR,Norway,Margunn Haugenes,78,FALSE,FALSE
2000-09-20,United States,Nigeria,United States,Brandi Chastain,26,FALSE,FALSE
2000-09-20,United States,Nigeria,United States,Kristine Lilly,35,FALSE,FALSE
2000-09-20,United States,Nigeria,Nigeria,Mercy Akide,48,FALSE,FALSE
2000-09-20,United States,Nigeria,United States,Shannon MacMillan,56,FALSE,FALSE
2000-09-24,Germany,Norway,Norway,Tina Wunderlich,80,TRUE,FALSE
2000-09-24,United States,Brazil,United States,Mia Hamm,60,FALSE,FALSE
2000-09-28,Germany,Brazil,Germany,Renate Lingor,64,FALSE,FALSE
2000-09-28,Germany,Brazil,Germany,Birgit Prinz,79,FALSE,FALSE
2000-09-28,Norway,United States,United States,Tiffeny Milbrett,5,FALSE,FALSE
2000-09-28,Norway,United States,Norway,Gro Espeseth,44,FALSE,FALSE
2000-09-28,Norway,United States,Norway,Ragnhild Gulbrandsen,78,FALSE,FALSE
2000-09-28,Norway,United States,United States,Tiffeny Milbrett,90,FALSE,FALSE
2000-09-28,Norway,United States,Norway,Dagny Mellgren,102,FALSE,FALSE
2001-06-23,Germany,Sweden,Sweden,Hanna Ljungberg,14,FALSE,FALSE
2001-06-23,Germany,Sweden,Germany,Claudia Müller,42,FALSE,FALSE
2001-06-23,Germany,Sweden,Germany,Claudia Müller,65,FALSE,FALSE
2001-06-23,Germany,Sweden,Germany,Maren Meinert,78,FALSE,FALSE
2001-06-24,Russia,England,England,Angela Banks,45,FALSE,FALSE
2001-06-24,Russia,England,Russia,Alexandra Svetlitskaya,62,FALSE,FALSE
2001-06-25,Italy,Denmark,Italy,Patrizia Panico,12,FALSE,FALSE
2001-06-25,Italy,Denmark,Italy,Patrizia Panico,72,FALSE,FALSE
2001-06-25,Italy,Denmark,Denmark,Julie Rydahl Bukh,75,FALSE,FALSE
2001-06-25,Norway,France,Norway,Monica Knudsen,14,FALSE,FALSE
2001-06-25,Norway,France,Norway,Emmanuelle Sykora,18,TRUE,FALSE
2001-06-25,Norway,France,Norway,Dagny Mellgren,40,FALSE,FALSE
2001-06-27,Germany,Russia,Germany,Bettina Wiegmann,43,FALSE,FALSE
2001-06-27,Germany,Russia,Germany,Birgit Prinz,50,FALSE,FALSE
2001-06-27,Germany,Russia,Germany,Maren Meinert,69,FALSE,FALSE
2001-06-27,Germany,Russia,Germany,Sandra Smisek,73,FALSE,FALSE
2001-06-27,Germany,Russia,Germany,Sandra Smisek,89,FALSE,FALSE
2001-06-27,Sweden,England,Sweden,Jane Törnqvist,3,FALSE,FALSE
2001-06-27,Sweden,England,Sweden,Kristin Bengtsson,26,FALSE,FALSE
2001-06-27,Sweden,England,Sweden,Hanna Ljungberg,75,FALSE,FALSE
2001-06-27,Sweden,England,Sweden,Sofia Eriksson,80,FALSE,FALSE
2001-06-28,France,Denmark,Denmark,Gitte Krogh,15,FALSE,TRUE
2001-06-28,France,Denmark,Denmark,Christina Bonde,19,FALSE,FALSE
2001-06-28,France,Denmark,France,Marinette Pichon,21,FALSE,FALSE
2001-06-28,France,Denmark,France,Stéphanie Mugneret-Béghé,27,FALSE,FALSE
2001-06-28,France,Denmark,Denmark,Julie Hauge Andersson,71,FALSE,FALSE
2001-06-28,France,Denmark,France,Gaëlle Blouin,83,FALSE,FALSE
2001-06-28,France,Denmark,Denmark,Gitte Krogh,90,FALSE,FALSE
2001-06-28,Norway,Italy,Italy,Rita Guarino,14,FALSE,FALSE
2001-06-28,Norway,Italy,Norway,Dagny Mellgren,16,FALSE,FALSE
2001-06-30,Germany,England,Germany,Petra Wimbersky,57,FALSE,FALSE
2001-06-30,Germany,England,Germany,Bettina Wiegmann,65,FALSE,FALSE
2001-06-30,Germany,England,Germany,Renate Lingor,67,FALSE,FALSE
2001-06-30,Sweden,Russia,Sweden,Linda Fagerström,76,FALSE,FALSE
2001-07-01,Denmark,Norway,Denmark,Merete Pedersen,85,FALSE,FALSE
2001-07-01,France,Italy,France,Marinette Pichon,37,FALSE,FALSE
2001-07-01,France,Italy,France,Françoise Jézéquel,74,FALSE,TRUE
2001-07-04,Denmark,Sweden,Sweden,Tina Nordlund,9,FALSE,FALSE
2001-07-04,Germany,Norway,Germany,Sandra Smisek,57,FALSE,FALSE
2001-07-07,Germany,Sweden,Germany,Claudia Müller,98,FALSE,FALSE
2003-09-20,Germany,Canada,Canada,Christine Sinclair,4,FALSE,FALSE
2003-09-20,Germany,Canada,Germany,Bettina Wiegmann,39,FALSE,TRUE
2003-09-20,Germany,Canada,Germany,Stefanie Gottschlich,47,FALSE,FALSE
2003-09-20,Germany,Canada,Germany,Birgit Prinz,75,FALSE,FALSE
2003-09-20,Germany,Canada,Germany,Kerstin Garefrekes,90,FALSE,FALSE
2003-09-20,Japan,Argentina,Japan,Homare Sawa,13,FALSE,FALSE
2003-09-20,Japan,Argentina,Japan,Homare Sawa,38,FALSE,FALSE
2003-09-20,Japan,Argentina,Japan,Emi Yamamoto,64,FALSE,FALSE
2003-09-20,Japan,Argentina,Japan,Mio Otani,72,FALSE,FALSE
2003-09-20,Japan,Argentina,Japan,Mio Otani,75,FALSE,FALSE
2003-09-20,Japan,Argentina,Japan,Mio Otani,80,FALSE,FALSE
2003-09-20,Nigeria,North Korea,North Korea,Jin Pyol-hui,13,FALSE,FALSE
2003-09-20,Nigeria,North Korea,North Korea,Ri Un-gyong,73,FALSE,FALSE
2003-09-20,Nigeria,North Korea,North Korea,Jin Pyol-hui,88,FALSE,FALSE
2003-09-20,Norway,France,Norway,Anita Rapp,47,FALSE,FALSE
2003-09-20,Norway,France,Norway,Dagny Mellgren,66,FALSE,FALSE
2003-09-21,Australia,Russia,Australia,Kelly Golebiowski,38,FALSE,FALSE
2003-09-21,Australia,Russia,Russia,Dianne Alagich,39,TRUE,FALSE
2003-09-21,Australia,Russia,Russia,Elena Fomina,89,FALSE,FALSE
2003-09-21,Brazil,South Korea,Brazil,Marta,14,FALSE,TRUE
2003-09-21,Brazil,South Korea,Brazil,Kátia Cilene Teixeira,55,FALSE,FALSE
2003-09-21,Brazil,South Korea,Brazil,Kátia Cilene Teixeira,62,FALSE,FALSE
2003-09-21,China PR,Ghana,China PR,Sun Wen,29,FALSE,FALSE
2003-09-21,United States,Sweden,United States,Kristine Lilly,27,FALSE,FALSE
2003-09-21,United States,Sweden,United States,Cindy Parlow Cone,36,FALSE,FALSE
2003-09-21,United States,Sweden,Sweden,Victoria Sandell Svensson,58,FALSE,FALSE
2003-09-21,United States,Sweden,United States,Shannon Boxx,78,FALSE,FALSE
2003-09-24,Canada,Argentina,Canada,Charmaine Hooper,19,FALSE,TRUE
2003-09-24,Canada,Argentina,Canada,Christine Latham,79,FALSE,FALSE
2003-09-24,Canada,Argentina,Canada,Christine Latham,82,FALSE,FALSE
2003-09-24,France,South Korea,France,Marinette Pichon,84,FALSE,FALSE
2003-09-24,Germany,Japan,Germany,Sandra Minnert,23,FALSE,FALSE
2003-09-24,Germany,Japan,Germany,Birgit Prinz,36,FALSE,FALSE
2003-09-24,Germany,Japan,Germany,Birgit Prinz,66,FALSE,FALSE
2003-09-24,Norway,Brazil,Brazil,Daniela Alves Lima,26,FALSE,FALSE
2003-09-24,Norway,Brazil,Brazil,Rosana dos Santos Augusto,37,FALSE,FALSE
2003-09-24,Norway,Brazil,Norway,Marianne Pettersen,45,FALSE,FALSE
2003-09-24,Norway,Brazil,Brazil,Marta,59,FALSE,FALSE
2003-09-24,Norway,Brazil,Brazil,Kátia Cilene Teixeira,68,FALSE,FALSE
2003-09-25,China PR,Australia,Australia,Heather Garriock,28,FALSE,FALSE
2003-09-25,China PR,Australia,China PR,Bai Jie,46,FALSE,FALSE
2003-09-25,Ghana,Russia,Russia,Marina Saenko,36,FALSE,FALSE
2003-09-25,Ghana,Russia,Russia,Natalia Barbashina,54,FALSE,FALSE
2003-09-25,Ghana,Russia,Russia,Olga Letyushova,80,FALSE,FALSE
2003-09-25,Sweden,North Korea,Sweden,Victoria Sandell Svensson,7,FALSE,FALSE
2003-09-25,United States,Nigeria,United States,Mia Hamm,6,FALSE,TRUE
2003-09-25,United States,Nigeria,United States,Mia Hamm,12,FALSE,FALSE
2003-09-25,United States,Nigeria,United States,Cindy Parlow Cone,47,FALSE,FALSE
2003-09-25,United States,Nigeria,United States,Abby Wambach,65,FALSE,FALSE
2003-09-25,United States,Nigeria,United States,Julie Foudy,89,FALSE,TRUE
2003-09-27,Argentina,Germany,Germany,Maren Meinert,3,FALSE,FALSE
2003-09-27,Argentina,Germany,Germany,Bettina Wiegmann,24,FALSE,TRUE
2003-09-27,Argentina,Germany,Germany,Birgit Prinz,32,FALSE,FALSE
2003-09-27,Argentina,Germany,Germany,Maren Meinert,43,FALSE,FALSE
2003-09-27,Argentina,Germany,Argentina,Yanina Gaitán,71,FALSE,FALSE
2003-09-27,Argentina,Germany,Germany,Conny Pohlers,89,FALSE,FALSE
2003-09-27,Argentina,Germany,Germany,Martina Müller,90,FALSE,FALSE
2003-09-27,Canada,Japan,Japan,Homare Sawa,20,FALSE,FALSE
2003-09-27,Canada,Japan,Canada,Christine Latham,36,FALSE,FALSE
2003-09-27,Canada,Japan,Canada,Christine Sinclair,49,FALSE,FALSE
2003-09-27,Canada,Japan,Canada,Kara Lang,72,FALSE,FALSE
2003-09-27,France,Brazil,Brazil,Kátia Cilene Teixeira,58,FALSE,FALSE
2003-09-27,France,Brazil,France,Marinette Pichon,90,FALSE,FALSE
2003-09-27,South Korea,Norway,Norway,Solveig Gulbrandsen,5,FALSE,FALSE
2003-09-27,South Korea,Norway,Norway,Dagny Mellgren,24,FALSE,FALSE
2003-09-27,South Korea,Norway,Norway,Dagny Mellgren,31,FALSE,FALSE
2003-09-27,South Korea,Norway,Norway,Marianne Pettersen,40,FALSE,FALSE
2003-09-27,South Korea,Norway,Norway,Brit Sandaune,52,FALSE,FALSE
2003-09-27,South Korea,Norway,South Korea,Kim Jin-hee,75,FALSE,FALSE
2003-09-27,South Korea,Norway,Norway,Linda Ørmen,80,FALSE,FALSE
2003-09-27,South Korea,Norway,Norway,Linda Ørmen,90,FALSE,FALSE
2003-09-28,China PR,Russia,China PR,Bai Jie,16,FALSE,FALSE
2003-09-28,Ghana,Australia,Ghana,Alberta Sackey,34,FALSE,FALSE
2003-09-28,Ghana,Australia,Ghana,Alberta Sackey,39,FALSE,FALSE
2003-09-28,Ghana,Australia,Australia,Heather Garriock,61,FALSE,FALSE
2003-09-28,Sweden,Nigeria,Sweden,Hanna Ljungberg,56,FALSE,FALSE
2003-09-28,Sweden,Nigeria,Sweden,Hanna Ljungberg,79,FALSE,FALSE
2003-09-28,Sweden,Nigeria,Sweden,Malin Moström,81,FALSE,FALSE
2003-09-28,United States,North Korea,United States,Abby Wambach,17,FALSE,TRUE
2003-09-28,United States,North Korea,United States,Cat Whitehill,48,FALSE,FALSE
2003-09-28,United States,North Korea,United States,Cat Whitehill,66,FALSE,FALSE
2003-10-01,Brazil,Sweden,Sweden,Victoria Sandell Svensson,23,FALSE,FALSE
2003-10-01,Brazil,Sweden,Brazil,Marta,44,FALSE,TRUE
2003-10-01,Brazil,Sweden,Sweden,Malin Andersson,53,FALSE,FALSE
2003-10-01,United States,Norway,United States,Abby Wambach,24,FALSE,FALSE
2003-10-02,China PR,Canada,Canada,Charmaine Hooper,7,FALSE,FALSE
2003-10-02,Germany,Russia,Germany,Martina Müller,25,FALSE,FALSE
2003-10-02,Germany,Russia,Germany,Sandra Minnert,57,FALSE,FALSE
2003-10-02,Germany,Russia,Germany,Pia Wunderlich,60,FALSE,FALSE
2003-10-02,Germany,Russia,Germany,Kerstin Garefrekes,62,FALSE,FALSE
2003-10-02,Germany,Russia,Russia,Elena Danilova,70,FALSE,FALSE
2003-10-02,Germany,Russia,Germany,Birgit Prinz,80,FALSE,FALSE
2003-10-02,Germany,Russia,Germany,Kerstin Garefrekes,85,FALSE,FALSE
2003-10-02,Germany,Russia,Germany,Birgit Prinz,89,FALSE,FALSE
2003-10-05,Sweden,Canada,Canada,Kara Lang,64,FALSE,FALSE
2003-10-05,Sweden,Canada,Sweden,Malin Moström,79,FALSE,FALSE
2003-10-05,Sweden,Canada,Sweden,Josefine Öqvist,86,FALSE,FALSE
2003-10-05,United States,Germany,Germany,Kerstin Garefrekes,15,FALSE,FALSE
2003-10-05,United States,Germany,Germany,Maren Meinert,90,FALSE,FALSE
2003-10-05,United States,Germany,Germany,Birgit Prinz,90,FALSE,FALSE
2003-10-11,United States,Canada,United States,Kristine Lilly,22,FALSE,FALSE
2003-10-11,United States,Canada,Canada,Christine Sinclair,38,FALSE,FALSE
2003-10-11,United States,Canada,United States,Shannon Boxx,51,FALSE,FALSE
2003-10-11,United States,Canada,United States,Tiffeny Milbrett,80,FALSE,FALSE
2003-10-12,Germany,Sweden,Sweden,Hanna Ljungberg,41,FALSE,FALSE
2003-10-12,Germany,Sweden,Germany,Maren Meinert,46,FALSE,FALSE
2003-10-12,Germany,Sweden,Germany,Nia Künzer,98,FALSE,FALSE
2004-08-11,Brazil,Australia,Brazil,Marta Vieira da Silva,36,FALSE,FALSE
2004-08-11,Germany,China PR,Germany,Birgit Prinz,13,FALSE,FALSE
2004-08-11,Germany,China PR,Germany,Birgit Prinz,21,FALSE,FALSE
2004-08-11,Germany,China PR,Germany,Pia Wunderlich,65,FALSE,FALSE
2004-08-11,Germany,China PR,Germany,Birgit Prinz,73,FALSE,FALSE
2004-08-11,Germany,China PR,Germany,Renate Lingor,76,FALSE,TRUE
2004-08-11,Germany,China PR,Germany,Conny Pohlers,82,FALSE,FALSE
2004-08-11,Germany,China PR,Germany,Birgit Prinz,88,FALSE,FALSE
